Exporter,Importer,Year,Quantity
Madagascar,United States of America,1990,14673049
Malawi,Austria,1990,188680
Malawi,Belgium/Luxembourg,1990,202229
Malawi,Bulgaria,1990,26896
Malawi,Cyprus,1990,5018
Malawi,Czechia,1990,66138
Malawi,Denmark,1990,96247
Malawi,Finland,1990,109896
Malawi,France,1990,632378
Malawi,Germany,1990,1372043
Malawi,Greece,1990,64432
Malawi,Hungary,1990,57607
Malawi,Ireland,1990,12946
Malawi,Italy,1990,526096
Malawi,Malta,1990,2107
Malawi,Netherlands,1990,313931
Malawi,Poland,1990,43657
Malawi,Portugal,1990,55399
Malawi,Romania,1990,44359
Malawi,Spain,1990,306404
Malawi,Sweden,1990,177339
Malawi,Japan,1990,534927
Malawi,Norway,1990,74468
Malawi,Switzerland,1990,117524
Malawi,Tunisia,1990,10136
Malawi,United Kingdom,1990,290848
Malawi,United States of America,1990,2108295
Mexico,Austria,1990,5604091
Mexico,Belgium/Luxembourg,1990,6006512
Mexico,Bulgaria,1990,798880
Mexico,Cyprus,1990,149044
Mexico,Czechia,1990,1964412
Mexico,Denmark,1990,2858682
Mexico,Finland,1990,3264084
Mexico,France,1990,18782645
Mexico,Germany,1990,40751870
Mexico,Greece,1990,1913737
Mexico,Hungary,1990,1711035
Mexico,Ireland,1990,384535
Mexico,Italy,1990,15625873
Mexico,Malta,1990,62598
Mexico,Netherlands,1990,9324252
Mexico,Poland,1990,1296691
Mexico,Portugal,1990,1645456
Mexico,Romania,1990,1317557
Mexico,Spain,1990,9100685
Mexico,Sweden,1990,5267249
Mexico,Japan,1990,15888192
Mexico,Norway,1990,2211827
Mexico,Switzerland,1990,3490633
Mexico,Tunisia,1990,301070
Mexico,United Kingdom,1990,8638646
Mexico,United States of America,1990,62619744
Nicaragua,Austria,1990,1021001
Nicaragua,Belgium/Luxembourg,1990,1094317
Nicaragua,Bulgaria,1990,145546
Nicaragua,Cyprus,1990,27154
Nicaragua,Czechia,1990,357893
Nicaragua,Denmark,1990,520818
Nicaragua,Finland,1990,594679
Nicaragua,France,1990,3421981
Nicaragua,Germany,1990,7424520
Nicaragua,Greece,1990,348660
Nicaragua,Hungary,1990,311730
Nicaragua,Ireland,1990,70058
Nicaragua,Italy,1990,2846854
Nicaragua,Malta,1990,11404
Nicaragua,Netherlands,1990,1698771
Nicaragua,Poland,1990,236242
Nicaragua,Portugal,1990,299783
Nicaragua,Romania,1990,240043
Nicaragua,Spain,1990,1658040
Nicaragua,Sweden,1990,959632
Nicaragua,Japan,1990,2894645
Nicaragua,Norway,1990,402969
Nicaragua,Switzerland,1990,635953
Nicaragua,Tunisia,1990,54851
Nicaragua,United Kingdom,1990,1573862
Nicaragua,United States of America,1990,11408594
Nigeria,Austria,1990,6087
Nigeria,Belgium/Luxembourg,1990,6524
Nigeria,Bulgaria,1990,867
Nigeria,Cyprus,1990,161
Nigeria,Czechia,1990,2133
Nigeria,Denmark,1990,3105
Nigeria,Finland,1990,3546
Nigeria,France,1990,20400
Nigeria,Germany,1990,44260
Nigeria,Greece,1990,2078
Nigeria,Hungary,1990,1858
Nigeria,Ireland,1990,417
Nigeria,Italy,1990,16971
Nigeria,Malta,1990,67
Nigeria,Netherlands,1990,10127
Nigeria,Poland,1990,1408
Nigeria,Portugal,1990,1787
Nigeria,Romania,1990,1430
Nigeria,Spain,1990,9884
Nigeria,Sweden,1990,5721
Nigeria,Japan,1990,17256
Nigeria,Norway,1990,2402
Nigeria,Switzerland,1990,3792
Nigeria,Tunisia,1990,326
Nigeria,United Kingdom,1990,9383
Nigeria,United States of America,1990,68010
Panama,Austria,1990,200853
Panama,Belgium/Luxembourg,1990,215276
Panama,Bulgaria,1990,28632
Panama,Cyprus,1990,5341
Panama,Czechia,1990,70405
Panama,Denmark,1990,102456
Panama,Finland,1990,116985
Panama,France,1990,673177
Panama,Germany,1990,1460562
Panama,Greece,1990,68589
Panama,Hungary,1990,61324
Panama,Ireland,1990,13781
Panama,Italy,1990,560037
Panama,Malta,1990,2243
Panama,Netherlands,1990,334185
Panama,Poland,1990,46473
Panama,Portugal,1990,58973
Panama,Romania,1990,47221
Panama,Spain,1990,326172
Panama,Sweden,1990,188781
Panama,Japan,1990,569439
Panama,Norway,1990,79272
Panama,Switzerland,1990,125106
Panama,Tunisia,1990,10790
Panama,United Kingdom,1990,309613
Panama,United States of America,1990,2244314
Papua New Guinea,Austria,1990,1599213
Papua New Guinea,Belgium/Luxembourg,1990,1714050
Papua New Guinea,Bulgaria,1990,227972
Papua New Guinea,Cyprus,1990,42532
Papua New Guinea,Czechia,1990,560574
Papua New Guinea,Denmark,1990,815768
Papua New Guinea,Finland,1990,931456
Papua New Guinea,France,1990,5359913
Papua New Guinea,Germany,1990,11629166
Papua New Guinea,Greece,1990,546113
Papua New Guinea,Hungary,1990,488270
Papua New Guinea,Ireland,1990,109733
Papua New Guinea,Italy,1990,4459081
Papua New Guinea,Malta,1990,17863
Papua New Guinea,Netherlands,1990,2660817
Papua New Guinea,Poland,1990,370030
Papua New Guinea,Portugal,1990,469555
Papua New Guinea,Romania,1990,375984
Papua New Guinea,Spain,1990,2597019
Papua New Guinea,Sweden,1990,1503090
Papua New Guinea,Japan,1990,4533937
Papua New Guinea,Norway,1990,631178
Papua New Guinea,Switzerland,1990,996106
Papua New Guinea,Tunisia,1990,85915
Papua New Guinea,United Kingdom,1990,2465169
Papua New Guinea,United States of America,1990,17869496
Paraguay,Austria,1990,400184
Paraguay,Belgium/Luxembourg,1990,428921
Paraguay,Bulgaria,1990,57047
Paraguay,Cyprus,1990,10643
Paraguay,Czechia,1990,140277
Paraguay,Denmark,1990,204136
Paraguay,Finland,1990,233085
Paraguay,France,1990,1341254
Paraguay,Germany,1990,2910058
Paraguay,Greece,1990,136658
Paraguay,Hungary,1990,122183
Paraguay,Ireland,1990,27459
Paraguay,Italy,1990,1115831
Paraguay,Malta,1990,4470
Paraguay,Netherlands,1990,665838
Paraguay,Poland,1990,92595
Paraguay,Portugal,1990,117500
Paraguay,Romania,1990,94085
Paraguay,Spain,1990,649873
Paraguay,Sweden,1990,376130
Paraguay,Japan,1990,1134563
Paraguay,Norway,1990,157944
Paraguay,Switzerland,1990,249263
Paraguay,Tunisia,1990,21499
Paraguay,United Kingdom,1990,616879
Paraguay,United States of America,1990,4471625
Peru,Austria,1990,1681380
Peru,Belgium/Luxembourg,1990,1802117
Peru,Bulgaria,1990,239685
Peru,Cyprus,1990,44717
Peru,Czechia,1990,589377
Peru,Denmark,1990,857682
Peru,Finland,1990,979313
Peru,France,1990,5635304
Peru,Germany,1990,12226668
Peru,Greece,1990,574173
Peru,Hungary,1990,513357
Peru,Ireland,1990,115371
Peru,Italy,1990,4688186
Peru,Malta,1990,18781
Peru,Netherlands,1990,2797529
Peru,Poland,1990,389042
Peru,Portugal,1990,493681
Peru,Romania,1990,395302
Peru,Spain,1990,2730453
Peru,Sweden,1990,1580318
Peru,Japan,1990,4766889
Peru,Norway,1990,663608
Peru,Switzerland,1990,1047285
Peru,Tunisia,1990,90329
Peru,United Kingdom,1990,2591829
Peru,United States of America,1990,18787624
Philippines,Austria,1990,255631
Philippines,Belgium/Luxembourg,1990,273987
Philippines,Bulgaria,1990,36440
Philippines,Cyprus,1990,6798
Philippines,Czechia,1990,89606
Philippines,Denmark,1990,130399
Philippines,Finland,1990,148892
Philippines,France,1990,856771
Philippines,Germany,1990,1858897
Philippines,Greece,1990,87295
Philippines,Hungary,1990,78048
Philippines,Ireland,1990,17540
Philippines,Italy,1990,712774
Philippines,Malta,1990,2855
Philippines,Netherlands,1990,425326
Philippines,Poland,1990,59148
Philippines,Portugal,1990,75057
Philippines,Romania,1990,60100
Philippines,Spain,1990,415128
Philippines,Sweden,1990,240266
Philippines,Japan,1990,724740
Philippines,Norway,1990,100892
Philippines,Switzerland,1990,159226
Philippines,Tunisia,1990,13733
Philippines,United Kingdom,1990,394052
Philippines,United States of America,1990,2856399
Rwanda,Austria,1990,1185335
Rwanda,Belgium/Luxembourg,1990,1270452
Rwanda,Bulgaria,1990,168973
Rwanda,Cyprus,1990,31524
Rwanda,Czechia,1990,415497
Rwanda,Denmark,1990,604646
Rwanda,Finland,1990,690394
Rwanda,France,1990,3972762
Rwanda,Germany,1990,8619524
Rwanda,Greece,1990,404779
Rwanda,Hungary,1990,361905
Rwanda,Ireland,1990,81334
Rwanda,Italy,1990,3305066
Rwanda,Malta,1990,13240
Rwanda,Netherlands,1990,1972195
Rwanda,Poland,1990,274266
Rwanda,Portugal,1990,348034
Rwanda,Romania,1990,278679
Rwanda,Spain,1990,1924908
Rwanda,Sweden,1990,1114088
Rwanda,Japan,1990,3360549
Rwanda,Norway,1990,467828
Rwanda,Switzerland,1990,738311
Rwanda,Tunisia,1990,63680
Rwanda,United Kingdom,1990,1827181
Rwanda,United States of America,1990,13244850
Sierra Leone,Austria,1990,213026
Sierra Leone,Belgium/Luxembourg,1990,228323
Sierra Leone,Bulgaria,1990,30367
Sierra Leone,Cyprus,1990,5665
Sierra Leone,Czechia,1990,74672
Sierra Leone,Denmark,1990,108665
Sierra Leone,Finland,1990,124075
Sierra Leone,France,1990,713976
Sierra Leone,Germany,1990,1549081
Sierra Leone,Greece,1990,72745
Sierra Leone,Hungary,1990,65040
Sierra Leone,Ireland,1990,14617
Sierra Leone,Italy,1990,593979
Sierra Leone,Malta,1990,2379
Sierra Leone,Netherlands,1990,354439
Sierra Leone,Poland,1990,49290
Sierra Leone,Portugal,1990,62547
Sierra Leone,Romania,1990,50083
Sierra Leone,Spain,1990,345940
Sierra Leone,Sweden,1990,200222
Sierra Leone,Japan,1990,603950
Sierra Leone,Norway,1990,84077
Sierra Leone,Switzerland,1990,132688
Sierra Leone,Tunisia,1990,11444
Sierra Leone,United Kingdom,1990,328377
Sierra Leone,United States of America,1990,2380333
Sri Lanka,Austria,1990,28911
Sri Lanka,Belgium/Luxembourg,1990,30987
Sri Lanka,Bulgaria,1990,4121
Sri Lanka,Cyprus,1990,768
Sri Lanka,Czechia,1990,10134
Sri Lanka,Denmark,1990,14748
Sri Lanka,Finland,1990,16839
Sri Lanka,France,1990,96897
Sri Lanka,Germany,1990,210233
Sri Lanka,Greece,1990,9872
Sri Lanka,Hungary,1990,8826
Sri Lanka,Ireland,1990,1983
Sri Lanka,Italy,1990,80612
Sri Lanka,Malta,1990,322
Sri Lanka,Netherlands,1990,48103
Sri Lanka,Poland,1990,6689
Sri Lanka,Portugal,1990,8488
Sri Lanka,Romania,1990,6797
Sri Lanka,Spain,1990,46949
Sri Lanka,Sweden,1990,27173
Sri Lanka,Japan,1990,81965
Sri Lanka,Norway,1990,11410
Sri Lanka,Switzerland,1990,18008
Sri Lanka,Tunisia,1990,1553
Sri Lanka,United Kingdom,1990,44566
Sri Lanka,United States of America,1990,323046
Tanzania,Austria,1990,1550521
Tanzania,Belgium/Luxembourg,1990,1661862
Tanzania,Bulgaria,1990,221031
Tanzania,Cyprus,1990,41237
Tanzania,Czechia,1990,543506
Tanzania,Denmark,1990,790930
Tanzania,Finland,1990,903095
Tanzania,France,1990,5196719
Tanzania,Germany,1990,11275090
Tanzania,Greece,1990,529486
Tanzania,Hungary,1990,473403
Tanzania,Ireland,1990,106392
Tanzania,Italy,1990,4323314
Tanzania,Malta,1990,17319
Tanzania,Netherlands,1990,2579803
Tanzania,Poland,1990,358764
Tanzania,Portugal,1990,455259
Tanzania,Romania,1990,364537
Tanzania,Spain,1990,2517947
Tanzania,Sweden,1990,1457325
Tanzania,Japan,1990,4395892
Tanzania,Norway,1990,611960
Tanzania,Switzerland,1990,965777
Tanzania,Tunisia,1990,83299
Tanzania,United Kingdom,1990,2390112
Tanzania,United States of America,1990,17325420
Thailand,Austria,1990,1523132
Thailand,Belgium/Luxembourg,1990,1632506
Thailand,Bulgaria,1990,217127
Thailand,Cyprus,1990,40508
Thailand,Czechia,1990,533906
Thailand,Denmark,1990,776960
Thailand,Finland,1990,887144
Thailand,France,1990,5104922
Thailand,Germany,1990,11075923
Thailand,Greece,1990,520133
Thailand,Hungary,1990,465041
Thailand,Ireland,1990,104512
Thailand,Italy,1990,4246945
Thailand,Malta,1990,17013
Thailand,Netherlands,1990,2534232
Thailand,Poland,1990,352426
Thailand,Portugal,1990,447217
Thailand,Romania,1990,358097
Thailand,Spain,1990,2473469
Thailand,Sweden,1990,1431582
Thailand,Japan,1990,4318241
Thailand,Norway,1990,601151
Thailand,Switzerland,1990,948717
Thailand,Tunisia,1990,81827
Thailand,United Kingdom,1990,2347892
Thailand,United States of America,1990,17019377
Togo,Austria,1990,363665
Togo,Belgium/Luxembourg,1990,389780
Togo,Bulgaria,1990,51841
Togo,Cyprus,1990,9671
Togo,Czechia,1990,127476
Togo,Denmark,1990,185508
Togo,Finland,1990,211816
Togo,France,1990,1218858
Togo,Germany,1990,2644501
Togo,Greece,1990,124187
Togo,Hungary,1990,111033
Togo,Ireland,1990,24953
Togo,Italy,1990,1014006
Togo,Malta,1990,4062
Togo,Netherlands,1990,605077
Togo,Poland,1990,84145
Togo,Portugal,1990,106778
Togo,Romania,1990,85499
Togo,Spain,1990,590569
Togo,Sweden,1990,341807
Togo,Japan,1990,1031029
Togo,Norway,1990,143531
Togo,Switzerland,1990,226517
Togo,Tunisia,1990,19537
Togo,United Kingdom,1990,560586
Togo,United States of America,1990,4063568
Trinidad & Tobago,Austria,1990,45649
Trinidad & Tobago,Belgium/Luxembourg,1990,48927
Trinidad & Tobago,Bulgaria,1990,6507
Trinidad & Tobago,Cyprus,1990,1214
Trinidad & Tobago,Czechia,1990,16001
Trinidad & Tobago,Denmark,1990,23285
Trinidad & Tobago,Finland,1990,26587
Trinidad & Tobago,France,1990,152995
Trinidad & Tobago,Germany,1990,331946
Trinidad & Tobago,Greece,1990,15588
Trinidad & Tobago,Hungary,1990,13937
Trinidad & Tobago,Ireland,1990,3132
Trinidad & Tobago,Italy,1990,127282
Trinidad & Tobago,Malta,1990,509
Trinidad & Tobago,Netherlands,1990,75952
Trinidad & Tobago,Poland,1990,10562
Trinidad & Tobago,Portugal,1990,13403
Trinidad & Tobago,Romania,1990,10732
Trinidad & Tobago,Spain,1990,74130
Trinidad & Tobago,Sweden,1990,42904
Trinidad & Tobago,Japan,1990,129418
Trinidad & Tobago,Norway,1990,18016
Trinidad & Tobago,Switzerland,1990,28433
Trinidad & Tobago,Tunisia,1990,2452
Trinidad & Tobago,United Kingdom,1990,70367
Trinidad & Tobago,United States of America,1990,510072
Uganda,Austria,1990,3580349
Uganda,Belgium/Luxembourg,1990,3837449
Uganda,Bulgaria,1990,510390
Uganda,Cyprus,1990,95222
Uganda,Czechia,1990,1255026
Uganda,Denmark,1990,1826358
Uganda,Finland,1990,2085362
Uganda,France,1990,11999882
Uganda,Germany,1990,26035610
Uganda,Greece,1990,1222650
Uganda,Hungary,1990,1093148
Uganda,Ireland,1990,245672
Uganda,Italy,1990,9983079
Uganda,Malta,1990,39993
Uganda,Netherlands,1990,5957091
Uganda,Poland,1990,828431
Uganda,Portugal,1990,1051251
Uganda,Romania,1990,841762
Uganda,Spain,1990,5814258
Uganda,Sweden,1990,3365147
Uganda,Japan,1990,10150670
Uganda,Norway,1990,1413095
Uganda,Switzerland,1990,2230100
Uganda,Tunisia,1990,192348
Uganda,United Kingdom,1990,5519070
Uganda,United States of America,1990,40006587
Venezuela,Austria,1990,423008
Venezuela,Belgium/Luxembourg,1990,453384
Venezuela,Bulgaria,1990,60301
Venezuela,Cyprus,1990,11250
Venezuela,Czechia,1990,148277
Venezuela,Denmark,1990,215778
Venezuela,Finland,1990,246379
Venezuela,France,1990,1417751
Venezuela,Germany,1990,3076031
Venezuela,Greece,1990,144452
Venezuela,Hungary,1990,129152
Venezuela,Ireland,1990,29025
Venezuela,Italy,1990,1179472
Venezuela,Malta,1990,4725
Venezuela,Netherlands,1990,703813
Venezuela,Poland,1990,97876
Venezuela,Portugal,1990,124202
Venezuela,Romania,1990,99451
Venezuela,Spain,1990,686938
Venezuela,Sweden,1990,397583
Venezuela,Japan,1990,1199272
Venezuela,Norway,1990,166953
Venezuela,Switzerland,1990,263479
Venezuela,Tunisia,1990,22725
Venezuela,United Kingdom,1990,652062
Venezuela,United States of America,1990,4726661
Viet Nam,Austria,1990,1742244
Viet Nam,Belgium/Luxembourg,1990,1867352
Viet Nam,Bulgaria,1990,248362
Viet Nam,Cyprus,1990,46336
Viet Nam,Czechia,1990,610711
Viet Nam,Denmark,1990,888729
Viet Nam,Finland,1990,1014764
Viet Nam,France,1990,5839297
Viet Nam,Germany,1990,12669262
Viet Nam,Greece,1990,594957
Viet Nam,Hungary,1990,531940
Viet Nam,Ireland,1990,119547
Viet Nam,Italy,1990,4857895
Viet Nam,Malta,1990,19461
Viet Nam,Netherlands,1990,2898797
Viet Nam,Poland,1990,403125
Viet Nam,Portugal,1990,511552
Viet Nam,Romania,1990,409612
Viet Nam,Spain,1990,2829293
Viet Nam,Sweden,1990,1637524
Viet Nam,Japan,1990,4939446
Viet Nam,Norway,1990,687630
Viet Nam,Switzerland,1990,1085196
Viet Nam,Tunisia,1990,93599
Viet Nam,United Kingdom,1990,2685650
Viet Nam,United States of America,1990,19467719
Yemen,Austria,1990,76081
Yemen,Belgium/Luxembourg,1990,81544
Yemen,Bulgaria,1990,10845
Yemen,Cyprus,1990,2023
Yemen,Czechia,1990,26668
Yemen,Denmark,1990,38809
Yemen,Finland,1990,44313
Yemen,France,1990,254992
Yemen,Germany,1990,553243
Yemen,Greece,1990,25980
Yemen,Hungary,1990,23228
Yemen,Ireland,1990,5220
Yemen,Italy,1990,212136
Yemen,Malta,1990,849
Yemen,Netherlands,1990,126586
Yemen,Poland,1990,17603
Yemen,Portugal,1990,22338
Yemen,Romania,1990,17887
Yemen,Spain,1990,123550
Yemen,Sweden,1990,71508
Yemen,Japan,1990,215697
Yemen,Norway,1990,30027
Yemen,Switzerland,1990,47389
Yemen,Tunisia,1990,4087
Yemen,United Kingdom,1990,117278
Yemen,United States of America,1990,850119
Zambia,Austria,1990,36519
Zambia,Belgium/Luxembourg,1990,39141
Zambia,Bulgaria,1990,5205
Zambia,Cyprus,1990,971
Zambia,Czechia,1990,12801
Zambia,Denmark,1990,18629
Zambia,Finland,1990,21271
Zambia,France,1990,122396
Zambia,Germany,1990,265557
Zambia,Greece,1990,12471
Zambia,Hungary,1990,11149
Zambia,Ireland,1990,2505
Zambia,Italy,1990,101825
Zambia,Malta,1990,407
Zambia,Netherlands,1990,60761
Zambia,Poland,1990,8449
Zambia,Portugal,1990,10722
Zambia,Romania,1990,8585
Zambia,Spain,1990,59304
Zambia,Sweden,1990,34324
Zambia,Japan,1990,103535
Zambia,Norway,1990,14414
Zambia,Switzerland,1990,22747
Zambia,Tunisia,1990,1961
Zambia,United Kingdom,1990,56294
Zambia,United States of America,1990,408057
Zimbabwe,Austria,1990,381925
Zimbabwe,Belgium/Luxembourg,1990,409350
Zimbabwe,Bulgaria,1990,54444
Zimbabwe,Cyprus,1990,10157
Zimbabwe,Czechia,1990,133876
Zimbabwe,Denmark,1990,194821
Zimbabwe,Finland,1990,222451
Zimbabwe,France,1990,1280056
Zimbabwe,Germany,1990,2777280
Zimbabwe,Greece,1990,130423
Zimbabwe,Hungary,1990,116608
Zimbabwe,Ireland,1990,26206
Zimbabwe,Italy,1990,1064919
Zimbabwe,Malta,1990,4266
Zimbabwe,Netherlands,1990,635457
Zimbabwe,Poland,1990,88370
Zimbabwe,Portugal,1990,112139
Zimbabwe,Romania,1990,89792
Zimbabwe,Spain,1990,620221
Zimbabwe,Sweden,1990,358969
Zimbabwe,Japan,1990,1082796
Zimbabwe,Norway,1990,150738
Zimbabwe,Switzerland,1990,237890
Zimbabwe,Tunisia,1990,20518
Zimbabwe,United Kingdom,1990,588732
Zimbabwe,United States of America,1990,4267596
Angola,Austria,1991,122995
Angola,Belgium/Luxembourg,1991,104349
Angola,Bulgaria,1991,11952
Angola,Cyprus,1991,3227
Angola,Czechia,1991,31376
Angola,Denmark,1991,58748
Angola,Finland,1991,61736
Angola,France,1991,391636
Angola,Germany,1991,790623
Angola,Greece,1991,24324
Angola,Hungary,1991,38308
Angola,Ireland,1991,7052
Angola,Italy,1991,276709
Angola,Malta,1991,956
Angola,Netherlands,1991,186525
Angola,Poland,1991,14941
Angola,Portugal,1991,33288
Angola,Romania,1991,20021
Angola,Spain,1991,177501
Angola,Sweden,1991,102616
Angola,Japan,1991,329302
Angola,Norway,1991,45480
Angola,Switzerland,1991,67534
Angola,Tunisia,1991,5378
Angola,United Kingdom,1991,167699
Angola,United States of America,1991,1185724
Bolivia (Plurinational State of),Austria,1991,128192
Bolivia (Plurinational State of),Belgium/Luxembourg,1991,108758
Bolivia (Plurinational State of),Bulgaria,1991,12457
Bolivia (Plurinational State of),Cyprus,1991,3363
Bolivia (Plurinational State of),Czechia,1991,32702
Bolivia (Plurinational State of),Denmark,1991,61230
Bolivia (Plurinational State of),Finland,1991,64345
Bolivia (Plurinational State of),France,1991,408184
Bolivia (Plurinational State of),Germany,1991,824029
Bolivia (Plurinational State of),Greece,1991,25351
Bolivia (Plurinational State of),Hungary,1991,39927
Bolivia (Plurinational State of),Ireland,1991,7350
Bolivia (Plurinational State of),Italy,1991,288401
Bolivia (Plurinational State of),Malta,1991,996
Bolivia (Plurinational State of),Netherlands,1991,194406
Bolivia (Plurinational State of),Poland,1991,15572
Bolivia (Plurinational State of),Portugal,1991,34695
Bolivia (Plurinational State of),Romania,1991,20867
Bolivia (Plurinational State of),Spain,1991,185001
Bolivia (Plurinational State of),Sweden,1991,106952
Bolivia (Plurinational State of),Japan,1991,343216
Bolivia (Plurinational State of),Norway,1991,47402
Bolivia (Plurinational State of),Switzerland,1991,70388
Bolivia (Plurinational State of),Tunisia,1991,5606
Bolivia (Plurinational State of),United Kingdom,1991,174785
